movieId,title,genres,title_lower,combined_text
41831,They Died with Their Boots On (1941),Drama Romance War Western,they died with their boots on (1941),They Died with Their Boots On (1941) Drama Romance War Western
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure Crime Drama,"three burials of melquiades estrada, the (2006)","Three Burials of Melquiades Estrada, The (2006) Adventure Crime Drama"
41880,House of Strangers (1949),Drama Film-Noir,house of strangers (1949),House of Strangers (1949) Drama Film-Noir
41889,Lili (1953),Drama Musical Romance,lili (1953),Lili (1953) Drama Musical Romance
41912,Slim Susie (Smala Sussie) (2003),Comedy Crime Mystery,slim susie (smala sussie) (2003),Slim Susie (Smala Sussie) (2003) Comedy Crime Mystery
41914,Executive Protection (Livvakterna) (2001),Action Thriller,executive protection (livvakterna) (2001),Executive Protection (Livvakterna) (2001) Action Thriller
41941,"Aura, The (Aura, El) (2005)",Crime Drama Thriller,"aura, the (aura, el) (2005)","Aura, The (Aura, El) (2005) Crime Drama Thriller"
41974,"Ambushers, The (1967)",Comedy Sci-Fi Thriller,"ambushers, the (1967)","Ambushers, The (1967) Comedy Sci-Fi Thriller"
41980,Day of Anger (I giorni dell'ira) (1967),Western,day of anger (i giorni dell'ira) (1967),Day of Anger (I giorni dell'ira) (1967) Western
41997,Munich (2005),Action Crime Drama Thriller,munich (2005),Munich (2005) Action Crime Drama Thriller
42002,"Producers, The (2005)",Comedy Musical,"producers, the (2005)","Producers, The (2005) Comedy Musical"
42004,Transamerica (2005),Adventure Comedy Drama,transamerica (2005),Transamerica (2005) Adventure Comedy Drama
42007,Rumor Has It... (2005),Comedy Drama Romance,rumor has it... (2005),Rumor Has It... (2005) Comedy Drama Romance
42009,Cheaper by the Dozen 2 (2005),Adventure Comedy,cheaper by the dozen 2 (2005),Cheaper by the Dozen 2 (2005) Adventure Comedy
42011,Fun with Dick and Jane (2005),Comedy Crime,fun with dick and jane (2005),Fun with Dick and Jane (2005) Comedy Crime
42013,"Ringer, The (2005)",Comedy,"ringer, the (2005)","Ringer, The (2005) Comedy"
42015,Casanova (2005),Action Adventure Comedy Drama Romance,casanova (2005),Casanova (2005) Action Adventure Comedy Drama Romance
42018,Mrs. Henderson Presents (2005),Comedy Drama,mrs. henderson presents (2005),Mrs. Henderson Presents (2005) Comedy Drama
42021,"White Countess, The (2005)",Drama,"white countess, the (2005)","White Countess, The (2005) Drama"
42053,Dirty Love (2005),Comedy Romance,dirty love (2005),Dirty Love (2005) Comedy Romance
42094,"Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)",Drama Horror Mystery,"spirit of the beehive, the (espíritu de la colmena, el) (1973)","Spirit of the Beehive, The (Espíritu de la colmena, El) (1973) Drama Horror Mystery"
42150,Abouna (2002),Drama,abouna (2002),Abouna (2002) Drama
42152,Interrogation (Przesluchanie) (1989),Crime Drama Thriller,interrogation (przesluchanie) (1989),Interrogation (Przesluchanie) (1989) Crime Drama Thriller
42163,Richard Pryor: Live in Concert (1979),Comedy Documentary,richard pryor: live in concert (1979),Richard Pryor: Live in Concert (1979) Comedy Documentary
42172,Kevin & Perry Go Large (2000),Comedy,kevin & perry go large (2000),Kevin & Perry Go Large (2000) Comedy
42176,"Ear, The (Ucho) (1970)",Drama Thriller,"ear, the (ucho) (1970)","Ear, The (Ucho) (1970) Drama Thriller"
42189,"Debutantes, Los (2003)",Crime Drama Thriller,"debutantes, los (2003)","Debutantes, Los (2003) Crime Drama Thriller"
42191,Luxo Jr. (1986),Animation Children,luxo jr. (1986),Luxo Jr. (1986) Animation Children
42197,Keeping Mum (2005),Comedy Crime,keeping mum (2005),Keeping Mum (2005) Comedy Crime
42208,Paheli (2005),Drama Fantasy Musical Romance,paheli (2005),Paheli (2005) Drama Fantasy Musical Romance
42213,"Goodnight, Mister Tom (1999)",Drama,"goodnight, mister tom (1999)","Goodnight, Mister Tom (1999) Drama"
42217,Late Spring (Banshun) (1949),Drama,late spring (banshun) (1949),Late Spring (Banshun) (1949) Drama
42285,"Dentist, The (1996)",Horror Thriller,"dentist, the (1996)","Dentist, The (1996) Horror Thriller"
42312,"Personal History, Adventures, Experience, & Observation of David Copperfield the Younger, The (a.k.a. David Copperfield) (1935)",Adventure Drama Romance,"personal history, adventures, experience, & observation of david copperfield the younger, the (a.k.a. david copperfield) (1935)","Personal History, Adventures, Experience, & Observation of David Copperfield the Younger, The (a.k.a. David Copperfield) (1935) Adventure Drama Romance"
42335,Familia (1996),Comedy,familia (1996),Familia (1996) Comedy
42341,How to Irritate People (1969),Comedy,how to irritate people (1969),How to Irritate People (1969) Comedy
42351,Threads (1984),Drama Sci-Fi War,threads (1984),Threads (1984) Drama Sci-Fi War
42385,Yamakasi - Les samouraïs des temps modernes (2001),Action Crime Drama,yamakasi - les samouraïs des temps modernes (2001),Yamakasi - Les samouraïs des temps modernes (2001) Action Crime Drama
42393,Love's Enduring Promise (2004),Drama Romance,love's enduring promise (2004),Love's Enduring Promise (2004) Drama Romance
42407,After Image (Seeing in the Dark) (2001),Drama Thriller,after image (seeing in the dark) (2001),After Image (Seeing in the Dark) (2001) Drama Thriller
42413,After Midnight (1989),Horror Thriller,after midnight (1989),After Midnight (1989) Horror Thriller
42418,"New World, The (2005)",Adventure Drama Romance,"new world, the (2005)","New World, The (2005) Adventure Drama Romance"
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation Drama Romance Sci-Fi,voices of a distant star (hoshi no koe) (2003),Voices of a Distant Star (Hoshi no koe) (2003) Animation Drama Romance Sci-Fi
42491,"When You Comin' Back, Red Ryder? (1979)",Drama,"when you comin' back, red ryder? (1979)","When You Comin' Back, Red Ryder? (1979) Drama"
42518,Christmas in Connecticut (1945),Comedy Romance,christmas in connecticut (1945),Christmas in Connecticut (1945) Comedy Romance
42543,She (1935),Adventure Fantasy Romance,she (1935),She (1935) Adventure Fantasy Romance
42546,Passport to Pimlico (1949),Comedy,passport to pimlico (1949),Passport to Pimlico (1949) Comedy
42548,Whisky Galore (1949),Comedy Crime,whisky galore (1949),Whisky Galore (1949) Comedy Crime
42550,A Run for Your Money (1949),Comedy,a run for your money (1949),A Run for Your Money (1949) Comedy
42553,"Master of Ballantrae, The (1953)",Adventure,"master of ballantrae, the (1953)","Master of Ballantrae, The (1953) Adventure"
42556,7 Faces of Dr. Lao (1964),Fantasy Mystery Western,7 faces of dr. lao (1964),7 Faces of Dr. Lao (1964) Fantasy Mystery Western
42559,Samurai Assassin (Samurai) (1965),Action Adventure Drama,samurai assassin (samurai) (1965),Samurai Assassin (Samurai) (1965) Action Adventure Drama
42562,Lies My Father Told Me (1975),Children Drama,lies my father told me (1975),Lies My Father Told Me (1975) Children Drama
42584,We All Loved Each Other So Much (C'eravamo tanto amati) (1974),Comedy Drama,we all loved each other so much (c'eravamo tanto amati) (1974),We All Loved Each Other So Much (C'eravamo tanto amati) (1974) Comedy Drama
42591,A.K. (1985),Documentary,a.k. (1985),A.K. (1985) Documentary
42602,"Boys of Baraka, The (2005)",Documentary,"boys of baraka, the (2005)","Boys of Baraka, The (2005) Documentary"
42629,Tartuffe (Herr Tartüff) (1925),Drama,tartuffe (herr tartüff) (1925),Tartuffe (Herr Tartüff) (1925) Drama
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime Drama Mystery Thriller,lady vengeance (sympathy for lady vengeance) (chinjeolhan geumjassi) (2005),Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005) Crime Drama Mystery Thriller
42634,Boys Don't Cry (Chlopaki nie placza) (2000),Comedy,boys don't cry (chlopaki nie placza) (2000),Boys Don't Cry (Chlopaki nie placza) (2000) Comedy
42636,Superproduction (Superprodukcja) (2003),Comedy,superproduction (superprodukcja) (2003),Superproduction (Superprodukcja) (2003) Comedy
42638,Grand Theft Parsons (2003),Comedy Drama,grand theft parsons (2003),Grand Theft Parsons (2003) Comedy Drama
42659,Devil's Pond (2003),Drama Thriller,devil's pond (2003),Devil's Pond (2003) Drama Thriller
42661,"Cross of Lorraine, The (1943)",Drama War,"cross of lorraine, the (1943)","Cross of Lorraine, The (1943) Drama War"
42677,"Cutting Edge: The Magic of Movie Editing, The (2004)",Documentary,"cutting edge: the magic of movie editing, the (2004)","Cutting Edge: The Magic of Movie Editing, The (2004) Documentary"
42679,"Quiller Memorandum, The (1966)",Action Drama Mystery Thriller,"quiller memorandum, the (1966)","Quiller Memorandum, The (1966) Action Drama Mystery Thriller"
42681,49th Parallel (1941),Adventure Drama Thriller War,49th parallel (1941),49th Parallel (1941) Adventure Drama Thriller War
42698,Yesterday (2004),Drama,yesterday (2004),Yesterday (2004) Drama
42705,Penelope (1966),Comedy Crime,penelope (1966),Penelope (1966) Comedy Crime
42710,Ted Bundy (2002),Crime Drama Thriller,ted bundy (2002),Ted Bundy (2002) Crime Drama Thriller
42718,District 13 (Banlieue 13) (2004),Action Crime Sci-Fi,district 13 (banlieue 13) (2004),District 13 (Banlieue 13) (2004) Action Crime Sci-Fi
42721,BloodRayne (2005),Action Fantasy,bloodrayne (2005),BloodRayne (2005) Action Fantasy
42723,Hostel (2005),Horror,hostel (2005),Hostel (2005) Horror
42725,Grandma's Boy (2006),Comedy,grandma's boy (2006),Grandma's Boy (2006) Comedy
42728,Tristan & Isolde (2006),Drama Romance,tristan & isolde (2006),Tristan & Isolde (2006) Drama Romance
42730,Glory Road (2006),Drama,glory road (2006),Glory Road (2006) Drama
42732,Last Holiday (2006),Comedy,last holiday (2006),Last Holiday (2006) Comedy
42734,Hoodwinked! (2005),Animation Children Comedy,hoodwinked! (2005),Hoodwinked! (2005) Animation Children Comedy
42736,April's Shower (2003),Comedy Romance,april's shower (2003),April's Shower (2003) Comedy Romance
42738,Underworld: Evolution (2006),Action Fantasy Horror,underworld: evolution (2006),Underworld: Evolution (2006) Action Fantasy Horror
42740,Looking for Comedy in the Muslim World (2005),Comedy,looking for comedy in the muslim world (2005),Looking for Comedy in the Muslim World (2005) Comedy
42761,Casper Meets Wendy (1998),Adventure Children Comedy Fantasy,casper meets wendy (1998),Casper Meets Wendy (1998) Adventure Children Comedy Fantasy
42763,Hell Drivers (1957),Drama,hell drivers (1957),Hell Drivers (1957) Drama
42783,Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv) (1964),Drama Romance,shadows of our forgotten ancestors (tini zabutykh predkiv) (1964),Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv) (1964) Drama Romance
42794,Buried Alive (1990),Film-Noir Horror Thriller,buried alive (1990),Buried Alive (1990) Film-Noir Horror Thriller
42856,Seance (Kôrei) (2000),Drama Horror Thriller,seance (kôrei) (2000),Seance (Kôrei) (2000) Drama Horror Thriller
42886,Hallelujah! (1929),Drama Musical,hallelujah! (1929),Hallelujah! (1929) Drama Musical
42900,Cul-de-sac (1966),Comedy Crime Drama Thriller,cul-de-sac (1966),Cul-de-sac (1966) Comedy Crime Drama Thriller
42935,Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005),Drama,riding alone for thousands of miles (qian li zou dan qi) (2005),Riding Alone for Thousands of Miles (Qian li zou dan qi) (2005) Drama
42938,Confidentially Yours (Vivement dimanche!) (1983),Comedy Crime Mystery Thriller,confidentially yours (vivement dimanche!) (1983),Confidentially Yours (Vivement dimanche!) (1983) Comedy Crime Mystery Thriller
42943,Revolution (1985),Adventure Drama War,revolution (1985),Revolution (1985) Adventure Drama War
42946,Project A ('A' gai waak) (1983),Action Comedy,project a ('a' gai waak) (1983),Project A ('A' gai waak) (1983) Action Comedy
42952,"Woman's Face, A (1941)",Drama Thriller,"woman's face, a (1941)","Woman's Face, A (1941) Drama Thriller"
42956,Sword of Gideon (1986),Action Drama Thriller,sword of gideon (1986),Sword of Gideon (1986) Action Drama Thriller
42958,Little Manhattan (2005),Children Comedy Romance,little manhattan (2005),Little Manhattan (2005) Children Comedy Romance
42973,Crocodile (Ag-o) (1996),Drama,crocodile (ag-o) (1996),Crocodile (Ag-o) (1996) Drama
42984,"Lower Depths, The (Les bas-fonds) (1936)",Crime Drama Romance,"lower depths, the (les bas-fonds) (1936)","Lower Depths, The (Les bas-fonds) (1936) Crime Drama Romance"
42987,Fingersmith (2005),Crime Drama Romance,fingersmith (2005),Fingersmith (2005) Crime Drama Romance
43007,Vinci (2004),Comedy Crime,vinci (2004),Vinci (2004) Comedy Crime
43009,"Ordeal, The (Calvaire) (2004)",Drama Horror,"ordeal, the (calvaire) (2004)","Ordeal, The (Calvaire) (2004) Drama Horror"
43011,"Dunwich Horror, The (1970)",Horror,"dunwich horror, the (1970)","Dunwich Horror, The (1970) Horror"
43014,"Quatermass Xperiment, The (1955)",Horror Mystery Sci-Fi Thriller,"quatermass xperiment, the (1955)","Quatermass Xperiment, The (1955) Horror Mystery Sci-Fi Thriller"
43022,Hellraiser: Hellseeker (2002),Horror,hellraiser: hellseeker (2002),Hellraiser: Hellseeker (2002) Horror
43039,Inside Daisy Clover (1965),Drama,inside daisy clover (1965),Inside Daisy Clover (1965) Drama
43081,Gamera vs. Gyaos (Daikaijû kûchûsen: Gamera tai Gyaosu) (1967),Action Horror Sci-Fi,gamera vs. gyaos (daikaijû kûchûsen: gamera tai gyaosu) (1967),Gamera vs. Gyaos (Daikaijû kûchûsen: Gamera tai Gyaosu) (1967) Action Horror Sci-Fi
43177,Over the Edge (1979),Crime Drama,over the edge (1979),Over the Edge (1979) Crime Drama
43244,Roads to Koktebel (Koktebel) (2003),Drama Romance,roads to koktebel (koktebel) (2003),Roads to Koktebel (Koktebel) (2003) Drama Romance
43248,Swamp Women (1956),Adventure Crime Horror,swamp women (1956),Swamp Women (1956) Adventure Crime Horror
43260,8MM 2 (2005),Drama Mystery Thriller,8mm 2 (2005),8MM 2 (2005) Drama Mystery Thriller
43267,On Probation (Tiempo de Valientes) (2005),Action Comedy,on probation (tiempo de valientes) (2005),On Probation (Tiempo de Valientes) (2005) Action Comedy
43269,Bombón: El Perro (El perro) (2004),Comedy Drama,bombón: el perro (el perro) (2004),Bombón: El Perro (El perro) (2004) Comedy Drama
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",Adventure Comedy Drama Fantasy,"bird people in china, the (chûgoku no chôjin) (1998)","Bird People in China, The (Chûgoku no chôjin) (1998) Adventure Comedy Drama Fantasy"
43292,Thoughtcrimes (2003),Action Crime Drama,thoughtcrimes (2003),Thoughtcrimes (2003) Action Crime Drama
43333,Water (2005),Drama Romance,water (2005),Water (2005) Drama Romance
43351,"Temptations, The (1998)",Drama Musical,"temptations, the (1998)","Temptations, The (1998) Drama Musical"
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama War,sophie scholl: the final days (sophie scholl - die letzten tage) (2005),Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005) Drama War
43383,"Big House, The (1930)",Drama Thriller,"big house, the (1930)","Big House, The (1930) Drama Thriller"
43389,Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984),Comedy,numbskull emptybrook in the army (uuno turhapuro armeijan leivissä) (1984),Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984) Comedy
43391,Matti: Hell Is for Heroes (Matti) (2006),Comedy Drama,matti: hell is for heroes (matti) (2006),Matti: Hell Is for Heroes (Matti) (2006) Comedy Drama
43396,"World's Fastest Indian, The (2005)",Drama,"world's fastest indian, the (2005)","World's Fastest Indian, The (2005) Drama"
43415,As Tears Go By (Wong gok ka moon) (1988),Crime Drama,as tears go by (wong gok ka moon) (1988),As Tears Go By (Wong gok ka moon) (1988) Crime Drama
43419,Bandidas (2006),Action Comedy Crime Western,bandidas (2006),Bandidas (2006) Action Comedy Crime Western
43444,Made in Britain (1982),Crime Drama,made in britain (1982),Made in Britain (1982) Crime Drama
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy Drama,tristram shandy: a cock and bull story (2005),Tristram Shandy: A Cock and Bull Story (2005) Comedy Drama
43482,"Bitter Tea of General Yen, The (1933)",Drama Romance War,"bitter tea of general yen, the (1933)","Bitter Tea of General Yen, The (1933) Drama Romance War"
43497,Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972),Drama Romance,love in the afternoon (chloe in the afternoon)  (l'amour l'après-midi) (1972),Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972) Drama Romance
43518,Charlie: The Life and Art of Charles Chaplin (2003),Documentary,charlie: the life and art of charles chaplin (2003),Charlie: The Life and Art of Charles Chaplin (2003) Documentary
43528,Wilby Wonderful (2004),Drama,wilby wonderful (2004),Wilby Wonderful (2004) Drama
43538,Rampo (a.k.a. The Mystery of Rampo) (1994),Drama Mystery,rampo (a.k.a. the mystery of rampo) (1994),Rampo (a.k.a. The Mystery of Rampo) (1994) Drama Mystery
